"","gene","length"
"16884","CCNP",1112
"16885","AKT2",1676
"16886","C19orf47",1309
"16887","PLD3",1523
"16888","HIPK4",1866
"16889","PRX",4761
"16890","SERTAD1",711
"16891","SERTAD3",591
"16892","BLVRB",772
"16893","SPTBN4",7956
"16894","SHKBP1",2209
"16895","LTBP4",5326
"16896","NUMBL",1875
"16897","COQ8B",1700
"16898","ITPKC",2082
"16899","ACTMAP",1101
"16900","SNRPA",874
"16901","MIA",411
"16902","RAB4B",672
"16903","EGLN2",1244
"16904","CYP2A6",1525
"16905","CYP2A7",1535
"16906","CYP2B6",1516
"16907","CYP2A13",1525
"16908","CYP2F1",1516
"16909","CYP2S1",1555
"16910","AXL",2780
"16911","HNRNPUL1",2713
"16912","CCDC97",1052
"16913","TGFB1",1291
"16914","TMEM91",834
"16915","B9D2",538
"16916","ENSG00000255730",1480
"16917","EXOSC5",825
"16918","BCKDHA",1453
"16919","B3GNT8",1194
"16920","DMAC2",856
"16921","ERICH4",398
"16922","CEACAM21",945
"16923","CEACAM4",864
"16924","CEACAM7",813
"16925","CEACAM5",2149
"16926","CEACAM6",1055
"16927","CEACAM3",789
"16928","LYPD4",795
"16929","DMRTC2",1287
"16930","RPS19",458
"16931","CD79A",941
"16932","ARHGEF1",3783
"16933","ERFL",1085
"16934","RABAC1",578
"16935","ATP1A3",3233
"16936","GRIK5",3467
"16937","ZNF574",2966
"16938","POU2F2",2000
"16939","DEDD2",1024
"16940","ZNF526",2013
"16941","GSK3A",1537
"16942","ENSG00000268643",524
"16943","ERF",1662
"16944","CIC",7719
"16945","PAFAH1B3",716
"16946","PRR19",1156
"16947","TMEM145",2447
"16948","MEGF8",8743
"16949","CNFN",349
"16950","LIPE",3276
"16951","CXCL17",375
"16952","CEACAM1",1817
"16953","CEACAM8",1070
"16954","PSG3",1499
"16955","PSG8",1320
"16956","PSG1",1379
"16957","PSG6",1375
"16958","PSG7",1320
"16959","PSG11",1312
"16960","PSG2",1028
"16961","PSG5",1347
"16962","PSG4",1285
"16963","PSG9",1567
"16964","CD177",1392
"16965","TEX101",829
"16966","LYPD3",1061
"16967","PHLDB3",2005
"16968","ETHE1",863
"16969","ZNF575",1050
"16970","XRCC1",1982
"16971","PINLYP",707
"16972","IRGQ",1877
"16973","ZNF576",518
"16974","ZNF428",572
"16975","SRRM5",2148
"16976","CADM4",1207
"16977","PLAUR",1132
"16978","IRGC",1392
"16979","SMG9",1625
"16980","KCNN4",1319
"16981","LYPD5",776
"16982","ZNF283",2092
"16983","ZNF404",1669
"16984","ZNF45",2064
"16985","ZNF221",1869
"16986","ZNF155",1683
"16987","ZNF230",1472
"16988","ZNF222",1522
"16989","ZNF223",1496
"16990","ZNF284",1797
"16991","ZNF224",2139
"16992","ZNF225",2179
"16993","ZNF234",2118
"16994","ZNF226",2511
"16995","ZNF227",2476
"16996","ZNF235",2276
"16997","ZNF233",2226
"16998","ZNF112",2757
"16999","ENSG00000267173",495
"17000","ZNF285",1809
"17001","ZNF229",2493
"17002","ZNF180",2104
"17003","CEACAM20",1869
"17004","IGSF23",594
"17005","PVR",1604
"17006","CEACAM19",938
"17007","CEACAM16",1303
"17008","BCL3",1405
"17009","CBLC",1470
"17010","BCAM",1959
"17011","NECTIN2",2057
"17012","TOMM40",1167
"17013","APOE",964
"17014","APOC1",407
"17015","APOC4",396
"17016","APOC4-APOC2",557
"17017","APOC2",318
"17018","CLPTM1",2108
"17019","RELB",1795
"17020","CLASRP",2124
"17021","ZNF296",1438
"17022","GEMIN7",396
"17023","PPP1R37",2131
"17024","NKPD1",2514
"17025","TRAPPC6A",547
"17026","BLOC1S3",609
"17027","EXOC3L2",2459
"17028","MARK4",2424
"17029","CKM",1176
"17030","KLC3",1612
"17031","ERCC2",2745
"17032","PPP1R13L",2542
"17033","POLR1G",1549
"17034","ERCC1",1060
"17035","FOSB",1116
"17036","RTN2",1688
"17037","PPM1N",1428
"17038","VASP",1203
"17039","OPA3",948
"17040","GPR4",1089
"17041","EML2",3194
"17042","GIPR",1624
"17043","SNRPD2",393
"17044","QPCTL",1179
"17045","FBXO46",1812
"17046","MEIOSIN",1982
"17047","SIX5",2230
"17048","DMPK",1967
"17049","DMWD",2045
"17050","RSPH6A",2179
"17051","SYMPK",4231
"17052","FOXA3",1058
"17053","IRF2BP1",1755
"17054","MYPOP",1205
"17055","NANOS2",417
"17056","NOVA2",1686
"17057","CCDC61",1599
"17058","PGLYRP1",601
"17059","IGFL4",390
"17060","IGFL3",393
"17061","IGFL2",430
"17062","IGFL1",348
"17063","HIF3A",2185
"17064","PPP5C",1560
"17065","CCDC8",1827
"17066","PNMA8C",615
"17067","PNMA8A",1347
"17068","PNMA8B",1908
"17069","CALM3",481
"17070","PTGIR",1291
"17071","GNG8",218
"17072","DACT3",1949
"17073","PRKD2",2752
"17074","STRN4",2363
"17075","FKRP",1488
"17076","SLC1A5",1697
"17077","AP2S1",557
"17078","ARHGAP35",4525
"17079","NPAS1",1826
"17080","TMEM160",577
"17081","ZC3H4",3977
"17082","SAE1",1155
"17083","BBC3",801
"17084","CCDC9",1850
"17085","INAFM1",429
"17086","C5AR1",1058
"17087","C5AR2",1014
"17088","DHX34",3507
"17089","MEIS3",1600
"17090","SLC8A2",2806
"17091","KPTN",1366
"17092","NAPA",938
"17093","ZNF541",4111
"17094","BICRA",4743
"17095","EHD2",1652
"17096","NOP53",1497
"17097","TPRX1",1570
"17098","CRX",910
"17099","TPRX2",968
"17100","SULT2A1",883
"17101","BSPH1",419
"17102","ELSPBP1",692
"17103","CABP5",547
"17104","PLA2G4C",1769
"17105","LIG1",2890
"17106","ZSWIM9",2805
"17107","CARD8",1666
"17108","ZNF114",1264
"17109","ODAD1",2255
"17110","EMP3",507
"17111","TMEM143",1415
"17112","SYNGR4",796
"17113","KDELR1",659
"17114","GRIN2D",4066
"17115","GRWD1",1371
"17116","KCNJ14",1316
"17117","CYTH2",1401
"17118","LMTK3",4761
"17119","SULT2B1",1152
"17120","FAM83E",1457
"17121","SPACA4",375
"17122","RPL18",599
"17123","SPHK2",2176
"17124","DBP",1017
"17125","CA11",1027
"17126","NTN5",1495
"17127","FUT2",1032
"17128","MAMSTR",1288
"17129","RASIP1",2942
"17130","IZUMO1",1093
"17131","FUT1",1098
"17132","FGF21",640
"17133","BCAT2",1304
"17134","HSD17B14",873
"17135","PLEKHA4",2442
"17136","PPP1R15A",2270
"17137","TULP2",1651
"17138","NUCB1",1530
"17139","DHDH",1035
"17140","BAX",784
"17141","FTL",543
"17142","GYS1",2289
"17143","RUVBL2",1462
"17144","LHB",436
"17145","SAXO3",1025
"17146","CGB3",508
"17147","CGB2",502
"17148","CGB1",478
"17149","CGB5",508
"17150","CGB8",508
"17151","CGB7",508
"17152","NTF4",633
"17153","KCNA7",1376
"17154","SNRNP70",1354
"17155","LIN7B",649
"17156","C19orf73",390
"17157","PPFIA3",3720
"17158","HRC",2125
"17159","TRPM4",3767
"17160","SLC6A16",2297
"17161","CD37",923
"17162","TEAD2",1420
"17163","DKKL1",749
"17164","KASH5",1779
"17165","PTH2",308
"17166","GFY",1567
"17167","SLC17A7",1738
"17168","PIH1D1",913
"17169","ALDH16A1",2489
"17170","FLT3LG",738
"17171","RPL13A",647
"17172","RPS11",499
"17173","FCGRT",1123
"17174","RCN3",1012
"17175","NOSIP",950
"17176","PRRG2",634
"17177","PRR12",6176
"17178","RRAS",682
"17179","SCAF1",3984
"17180","IRF3",1389
"17181","BCL2L12",856
"17182","PRMT1",1166
"17183","ADM5",467
"17184","CPT1C",2497
"17185","TSKS",1895
"17186","AP2A1",3049
"17187","FUZ",1307
"17188","MED25",2576
"17189","PTOV1",1424
"17190","PNKP",1641
"17191","AKT1S1",851
"17192","TBC1D17",2027
"17193","IL4I1",1816
"17194","NUP62",1569
"17195","ATF5",940
"17196","SIGLEC11",2147
"17197","VRK3",1506
"17198","ZNF473",2641
"17199","IZUMO2",696
"17200","MYH14",6316
"17201","KCNC3",2447
"17202","NAPSA",1303
"17203","NR1H2",1418
"17204","POLD1",3527
"17205","SPIB",814
"17206","MYBPC2",3561
"17207","GARIN5A",759
"17208","EMC10",1242
"17209","JOSD2",582
"17210","ASPDH",917
"17211","LRRC4B",2147
"17212","SYT3",1808
"17213","C19orf81",617
"17214","SHANK1",6625
"17215","CLEC11A",1036
"17216","GPR32",1071
"17217","SMIM47",139
"17218","ACP4",1331
"17219","KLK1",809
"17220","KLK15",791
"17221","KLK3",946
"17222","KLK2",843
"17223","KLK4",785
"17224","KLK5",902
"17225","KLK6",755
"17226","KLK7",782
"17227","KLK8",938
"17228","KLK9",773
"17229","KLK10",851
"17230","KLK11",949
"17231","KLK12",827
"17232","KLK13",886
"17233","KLK14",829
"17234","CTU1",1052
"17235","SIGLEC9",1661
"17236","SIGLEC7",1434
"17237","CD33",1229
"17238","SIGLECL1",614
"17239","IGLON5",1046
"17240","VSIG10L",2649
"17241","ETFB",1121
"17242","CLDND2",519
"17243","NKG7",594
"17244","LIM2",663
"17245","C19orf84",566
"17246","SIGLEC10",2144
"17247","SIGLEC8",1530
"17248","CEACAM18",1180
"17249","SIGLEC12",1894
"17250","SIGLEC6",1430
"17251","ZNF175",2289
"17252","SIGLEC5",1696
"17253","SIGLEC14",1221
"17254","SPACA6",1015
"17255","HAS1",1844
"17256","FPR1",1053
"17257","FPR2",1056
"17258","FPR3",1062
"17259","ZNF577",1473
"17260","ZNF649",1533
"17261","ZNF613",1869
"17262","ZNF350",1614
"17263","ZNF615",2305
"17264","ZNF614",1891
"17265","ZNF432",1979
"17266","ZNF841",2790
"17267","ZNF616",2444
"17268","ZNF836",2943
"17269","PPP2R1A",2127
"17270","ZNF766",1580
"17271","ZNF480",1623
"17272","ZNF610",1404
"17273","ZNF880",1976
"17274","ZNF528",2089
"17275","ZNF534",2353
"17276","ZNF578",1783
"17277","ZNF808",2722
"17278","ZNF701",1611
"17279","ZNF83",2192
"17280","ENSG00000269825",1936
"17281","ZNF611",2214
"17282","ZNF600",2386
"17283","ZNF28",2290
"17284","ZNF468",1702
"17285","ZNF320",1759
"17286","ZNF888",2167
"17287","ZNF816-ZNF321P",712
"17288","ZNF816",2110
"17289","ERVV-1",1434
"17290","ERVV-2",1608
"17291","ZNF160",2647
"17292","ZNF415",2289
"17293","ZNF347",2548
"17294","ZNF665",2047
"17295","ZNF677",1992
"17296","VN1R2",1188
"17297","VN1R4",906
"17298","FAM90A27P",1708
"17299","ZNF845",2923
"17300","ZNF525",1702
"17301","ZNF765",1625
"17302","ZNF761",2347
"17303","ZNF813",1864
"17304","ZNF331",1402
"17305","DPRX",586
"17306","NLRP12",3240
"17307","MYADM",969
"17308","PRKCG",2225
"17309","CACNG7",872
"17310","CACNG8",1293
"17311","CACNG6",798
"17312","VSTM1",791
"17313","TARM1",897
"17314","OSCAR",1020
"17315","NDUFA3",479
"17316","TFPT",787
"17317","PRPF31",1641
"17318","CNOT3",2425
"17319","LENG1",810
"17320","TMC4",2209
"17321","MBOAT7",1451
"17322","TSEN34",1000
"17323","RPS9",676
"17324","LILRB3",2056
"17325","LILRA6",1481
"17326","LILRB5",1836
"17327","LILRB2",1857
"17328","LILRA5",930
"17329","LILRA4",1535
"17330","LAIR1",928
"17331","TTYH1",1497
"17332","LENG8",2855
"17333","LENG9",1437
"17334","CDC42EP5",447
"17335","LAIR2",479
"17336","LILRA2",1487
"17337","LILRA1",1510
"17338","LILRB1",2176
"17339","LILRB4",1405
"17340","KIR3DL3",1268
"17341","KIR2DL3",1061
"17342","KIR2DL1",1165
"17343","KIR2DL4",1168
"17344","KIR3DL1",1375
"17345","KIR3DL2",1408
"17346","FCAR",952
"17347","NCR1",945
"17348","NLRP7",3159
"17349","NLRP2",3244
"17350","GP6",1898
"17351","RDH13",1026
"17352","EPS8L1",2476
"17353","PPP1R12C",2556
"17354","TNNT1",897
"17355","TNNI3",732
"17356","DNAAF3",1954
"17357","SYT5",1360
"17358","PTPRH",3443
"17359","TMEM86B",691
"17360","PPP6R1",2756
"17361","HSPBP1",1110
"17362","BRSK1",2563
"17363","TMEM150B",727
"17364","KMT5C",1424
"17365","COX6B2",277
"17366","GARIN5B",2814
"17367","IL11",620
"17368","TMEM190",554
"17369","TMEM238",531
"17370","RPL28",1172
"17371","UBE2S",684
"17372","SHISA7",1703
"17373","ISOC2",686
"17374","C19orf85",674
"17375","ZNF628",3185
"17376","NAT14",837
"17377","SSC5D",4860
"17378","SBK2",1057
"17379","SBK3",1095
"17380","ZNF579",1689
"17381","FIZ1",1496
"17382","ZNF524",795
"17383","ZNF865",3180
"17384","ZNF784",1014
"17385","ZNF580",519
"17386","ZNF581",594
"17387","CCDC106",863
"17388","U2AF2",1483
"17389","EPN1",2119
"17390","NLRP9",3016
"17391","RFPL4A",869
"17392","RFPL4AL1",869
"17393","NLRP11",3142
"17394","NLRP4",3078
"17395","NLRP13",3210
"17396","NLRP8",3192
"17397","NLRP5",3673
"17398","ZNF787",1453
"17399","ZNF444",994
"17400","GALP",371
"17401","ZSCAN5B",1503
"17402","ZSCAN5C",1506
"17403","ZSCAN5A",1506
"17404","EDDM13",556
"17405","ZNF582",1569
"17406","ZNF583",1725
"17407","ZNF667",1981
"17408","ZNF471",1896
"17409","ZFP28",2791
"17410","ZNF470",2197
"17411","ZNF71",1660
"17412","SMIM17",399
"17413","ZNF835",1614
"17414","ZIM2",1730
"17415","PEG3",4844
"17416","USP29",2769
"17417","ZIM3",1434
"17418","DUXA",640
"17419","ZNF264",2028
"17420","AURKC",964
"17421","ZNF805",1899
"17422","ZNF460",1699
"17423","ZNF543",1818
"17424","ZNF304",2136
"17425","TRAPPC2B",423
"17426","ZNF547",1219
"17427","ENSG00000268133",319
"17428","ZNF548",1752
"17429","ZNF17",2023
"17430","ZNF749",2347
"17431","ENSG00000268163",424
"17432","VN1R1",1062
"17433","ZNF772",1537
"17434","ZNF419",1585
"17435","ZNF773",1443
"17436","ZNF549",2056
"17437","ZNF550",1414
"17438","ZNF416",1800
"17439","ZIK1",1479
"17440","ZNF530",1838
"17441","ZNF134",1387
"17442","ZNF211",1910
"17443","ZSCAN4",1312
"17444","ZNF551",2045
"17445","ZNF154",1324
"17446","ZNF671",1620
"17447","ZNF776",1584
"17448","ZNF586",1604
"17449","ZNF552",1234
"17450","ZNF587B",2037
"17451","ZNF587",1738
"17452","ZNF814",3034
"17453","ZNF417",1738
"17454","ZNF418",2303
"17455","ZNF256",1894
"17456","C19orf18",673
"17457","ZNF606",2610
"17458","ZSCAN1",1406
"17459","ZNF135",2100
"17460","ZSCAN18",1804
"17461","ZNF329",1626
"17462","ZNF274",1992
"17463","ZNF544",2425
"17464","ZNF8",1743
"17465","ERVK3-1",335
"17466","ZSCAN22",1481
"17467","A1BG",1523
"17468","ZNF497",1497
"17469","ZNF837",1596
"17470","RPS5",703
"17471","RNF225",990
"17472","ZNF584",1434
"17473","ZNF132",2131
"17474","ZNF324B",1797
"17475","ZNF324",1672
"17476","ZNF446",1378
"17477","SLC27A5",2118
"17478","ZBTB45",1541
"17479","TRIM28",2588
"17480","CHMP2A",813
"17481","UBE2M",577
"17482","MZF1",2230
"17483","DEFB125",476
"17484","DEFB126",341
"17485","DEFB127",305
"17486","DEFB128",287
"17487","DEFB129",557
"17488","DEFB132",293
"17489","C20orf96",1177
"17490","ZCCHC3",1212
"17491","SOX12",948
"17492","NRSN2",693
"17493","TRIB3",1173
"17494","RBCK1",1811
"17495","TBC1D20",1348
"17496","CSNK2A1",1683
"17497","TCF15",605
"17498","SRXN1",419
"17499","ENSG00000270299",295
"17500","SCRT2",929
"17501","SLC52A3",1599
"17502","FAM110A",888
"17503","ANGPT4",1552
"17504","RSPO4",725
"17505","PSMF1",876
"17506","TMEM74B",776
"17507","C20orf202",305
"17508","RAD21L1",1918
"17509","SNPH",1731
"17510","SDCBP2",914
"17511","FKBP1A",633
"17512","NSFL1C",1164
"17513","SIRPB2",1049
"17514","SIRPD",612
"17515","ENSG00000260861",529
"17516","SIRPB1",2431
"17517","SIRPG",1184
"17518","SIRPA",1562
"17519","PDYN",770
"17520","STK35",1615
"17521","ENSG00000286022",2199
"17522","TGM3",2142
"17523","TGM6",2181
"17524","SNRPB",766
"17525","ZNF343",1998
"17526","TMC2",2816
"17527","NOP56",1840
"17528","IDH3B",1358
"17529","EBF4",1890
"17530","CPXM1",2270
"17531","C20orf141",503
"17532","ENSG00000241690",770
"17533","TMEM239",593
"17534","PCED1A",1395
"17535","VPS16",2635
"17536","PTPRA",2509
"17537","GNRH2",373
"17538","MRPS26",633
"17539","OXT",388
"17540","AVP",505
"17541","UBOX5",1641
"17542","FASTKD5",2295
"17543","LZTS3",2032
"17544","DDRGK1",1150
"17545","ITPA",620
"17546","SLC4A11",2987
"17547","DNAAF9",3714
"17548","ATRN",4450
"17549","GFRA4",920
"17550","ADAM33",2547
"17551","SIGLEC1",5279
"17552","HSPA12B",2116
"17553","ADISSP",620
"17554","SPEF1",741
"17555","CENPB",1800
"17556","CDC25B",1829
"17557","AP5S1",608
"17558","MAVS",1648
"17559","PANK2",1743
"17560","RNF24",535
"17561","SMOX",1788
"17562","ADRA1D",1724
"17563","PRNP",762
"17564","PRND",531
"17565","RASSF2",1026
"17566","SLC23A2",2023
"17567","TMEM230",736
"17568","PCNA",811
"17569","CDS2",1398
"17570","PROKR2",1160
"17571","GPCPD1",2109
"17572","SHLD1",636
"17573","CHGB",2054
"17574","TRMT6",1544
"17575","MCM8",2764
"17576","ENSG00000286235",3140
"17577","CRLS1",948
"17578","LRRN4",2291
"17579","FERMT1",2138
"17580","BMP2",1196
"17581","HAO1",1148
"17582","TMX4",1085
"17583","PLCB1",4083
"17584","PLCB4",4051
"17585","LAMP5",868
"17586","PAK5",2195
"17587","ANKEF1",2371
"17588","SNAP25",774
"17589","MKKS",1728
"17590","ENSG00000285508",153
"17591","ENSG00000285723",192
"17592","SLX4IP",1257
"17593","JAG1",3782
"17594","BTBD3",1584
"17595","SPTLC3",1714
"17596","ISM1",1420
"17597","TASP1",1323
"17598","ESF1",2616
"17599","NDUFAF5",1108
"17600","SEL1L2",2165
"17601","MACROD2",1521
"17602","FLRT3",1950
"17603","KIF16B",6240
"17604","SNRPB2",703
"17605","OTOR",402
"17606","PCSK2",1972
"17607","BFSP1",2038
"17608","DSTN",513
"17609","RRBP1",4343
"17610","BANF2",304
"17611","SNX5",1602
"17612","MGME1",1127
"17613","OVOL2",843
"17614","PET117",251
"17615","KAT14",2394
"17616","ZNF133",1989
"17617","DZANK1",2429
"17618","POLR3F",1118
"17619","RBBP9",581
"17620","SEC23B",2394
"17621","ENSG00000284776",692
"17622","SMIM26",399
"17623","DTD1",817
"17624","SCP2D1",471
"17625","SLC24A3",2015
"17626","RIN2",2738
"17627","NAA20",582
"17628","CRNKL1",2617
"17629","CFAP61",3903
"17630","INSM1",1533
"17631","RALGAPA2",5812
"17632","KIZ",2161
"17633","XRN2",2998
"17634","NKX2-4",1070
"17635","NKX2-2",827
"17636","PAX1",1847
"17637","FOXA2",1397
"17638","SSTR4",1167
"17639","THBD",1728
"17640","CD93",1964
"17641","NXT1",423
"17642","GZF1",2156
"17643","NAPB",959
"17644","CSTL1",448
"17645","CST11",427
"17646","CST8",439
"17647","CST9L",454
"17648","CST9",485
"17649","CST3",451
"17650","CST4",436
"17651","CST1",436
"17652","CST2",436
"17653","CST5",439
"17654","GGTLC1",698
"17655","SYNDIG1",787
"17656","CST7",453
"17657","APMAP",1291
"17658","ACSS1",2307
"17659","VSX1",1308
"17660","ENTPD6",1569
"17661","PYGB",2627
"17662","ABHD12",1426
"17663","GINS1",767
"17664","NINL",4259
"17665","NANP",752
"17666","ZNF337",2271
"17667","DEFB115",272
"17668","DEFB116",314
"17669","DEFB118",377
"17670","DEFB119",513
"17671","DEFB121",236
"17672","DEFB123",209
"17673","DEFB124",221
"17674","REM1",912
"17675","HM13",1539
"17676","MCTS2",546
"17677","ID1",494
"17678","COX4I2",531
"17679","BCL2L1",934
"17680","TPX2",2432
"17681","MYLK2",1846
"17682","FOXS1",993
"17683","DUSP15",1232
"17684","TTLL9",1583
"17685","PDRG1",422
"17686","XKR7",1750
"17687","CCM2L",1761
"17688","HCK",1641
"17689","TM9SF4",2014
"17690","PLAGL2",1496
"17691","POFUT1",1242
"17692","KIF3B",2279
"17693","ASXL1",4783
"17694","NOL4L",2279
"17695","ENSG00000285382",971
"17696","C20orf203",590
"17697","COMMD7",643
"17698","DNMT3B",2708
"17699","MAPRE1",832
"17700","EFCAB8",3994
"17701","SUN5",1293
"17702","BPIFB2",1447
"17703","BPIFB6",1432
"17704","BPIFB3",1489
"17705","BPIFB4",2281
"17706","BPIFA2",780
"17707","BPIFA3",795
"17708","BPIFA1",801
"17709","BPIFB1",1525
"17710","CDK5RAP1",1871
"17711","SNTA1",1553
"17712","CBFA2T2",2158
"17713","NECAB3",1246
"17714","C20orf144",467
"17715","ACTL10",738
"17716","E2F1",1344
"17717","PXMP4",674
"17718","ZNF341",2636
"17719","CHMP4B",695
"17720","RALY",951
"17721","EIF2S2",1042
"17722","ASIP",409
"17723","AHCY",1344
"17724","ITCH",3060
"17725","DYNLRB1",535
"17726","MAP1LC3A",436
"17727","PIGU",1363
"17728","TP53INP2",673
"17729","NCOA6",6289
"17730","GGT7",2059
"17731","ACSS2",2235
"17732","GSS",1534
"17733","MYH7B",6026
"17734","TRPC4AP",2484
"17735","EDEM2",1787
"17736","PROCR",732
"17737","MMP24",1978
"17738","MMP24OS",216
"17739","EIF6",877
"17740","FAM83C",2259
"17741","UQCC1",1035
"17742","GDF5",1511
"17743","CEP250",7959
"17744","C20orf173",772
"17745","ERGIC3",1232
"17746","SPAG4",1369
"17747","CPNE1",1704
"17748","RBM12",2799
"17749","NFS1",1598
"17750","ROMO1",268
"17751","RBM39",1857
"17752","PHF20",3119
"17753","SCAND1",540
"17754","CNBD2",1898
"17755","EPB41L1",4993
"17756","AAR2",1565
"17757","DLGAP4",3202
"17758","MYL9",529
"17759","TGIF2",719
"17760","TGIF2-RAB5IF",483
"17761","RAB5IF",605
"17762","SLA2",816
"17763","NDRG3",1242
"17764","DSN1",1116
"17765","SOGA1",5116
"17766","TLDC2",673
"17767","SAMHD1",1982
"17768","RBL1",3318
"17769","MROH8",3249
"17770","RPN2",2055
"17771","GHRH",342
"17772","MANBAL",286
"17773","SRC",1728
"17774","BLCAP",264
"17775","NNAT",430
"17776","CTNNBL1",1773
"17777","VSTM2L",635
"17778","TTI1",3300
"17779","RPRD1B",1011
"17780","TGM2",2124
"17781","KIAA1755",3695
"17782","BPI",1546
"17783","LBP",1516
"17784","RALGAPB",4628
"17785","ADIG",664
"17786","ARHGAP40",2098
"17787","SLC32A1",1583
"17788","ACTR5",1864
"17789","PPP1R16B",1749
"17790","FAM83D",1863
"17791","DHX35",2217
"17792","MAFB",972
"17793","TOP1",2398
"17794","PLCG1",4031
"17795","ZHX3",3141
"17796","LPIN3",2649
"17797","EMILIN3",2316
"17798","CHD6",8504
"17799","PTPRT",4612
"17800","SRSF6",1219
"17801","L3MBTL1",3019
"17802","SGK2",1161
"17803","IFT52",1374
"17804","MYBL2",2168
"17805","GTSF1L",447
"17806","TOX2",1690
"17807","JPH2",2124
"17808","OSER1",889
"17809","GDAP1L1",1259
"17810","FITM2",794
"17811","R3HDML",782
"17812","HNF4A",1644
"17813","TTPAL",1044
"17814","SERINC3",1467
"17815","PKIG",282
"17816","ADA",1890
"17817","CCN5",927
"17818","KCNK15",998
"17819","RIMS4",838
"17820","YWHAB",761
"17821","PABPC1L",1925
"17822","TOMM34",960
"17823","STK4",1600
"17824","KCNS1",1591
"17825","WFDC5",690
"17826","WFDC12",346
"17827","PI3",359
"17828","SEMG1",1394
"17829","SEMG2",1754
"17830","SLPI",414
"17831","MATN4",1914
"17832","RBPJL",1619
"17833","SDC4",617
"17834","SYS1",481
"17835","TP53TG5",893
"17836","DBNDD2",854
"17837","PIGT",1911
"17838","WFDC2",541
"17839","SPINT3",275
"17840","WFDC6",271
"17841","EPPIN-WFDC6",601
"17842","EPPIN",458
"17843","WFDC8",751
"17844","WFDC9",280
"17845","WFDC10A",245
"17846","WFDC11",274
"17847","WFDC10B",374
"17848","WFDC13",292
"17849","SPINT4",310
"17850","WFDC3",721
"17851","DNTTIP1",1050
"17852","UBE2C",716
"17853","TNNC2",508
"17854","SNX21",1219
"17855","ACOT8",1022
"17856","ZSWIM3",2096
"17857","ZSWIM1",1458
"17858","SPATA25",689
"17859","NEURL2",863
"17860","CTSA",1665
"17861","PLTP",1552
"17862","PCIF1",2185
"17863","ZNF335",4159
"17864","MMP9",2184
"17865","SLC12A5",4285
"17866","NCOA5",1770
"17867","CD40",914
"17868","CDH22",2537
"17869","SLC35C2",1230
"17870","ELMO2",2258
"17871","ZNF334",2172
"17872","OCSTAMP",1711
"17873","SLC13A3",2029
"17874","TP53RK",772
"17875","SLC2A10",1686
"17876","EYA2",1687
"17877","ZMYND8",3988
"17878","NCOA3",4405
"17879","SULF2",2708
"17880","PREX1",5175
"17881","ARFGEF2",5551
"17882","CSE1L",3031
"17883","STAU1",1807
"17884","DDX27",2398
"17885","ZNFX1",6325
"17886","KCNB1",2582
"17887","PTGIS",1548
"17888","B4GALT5",1207
"17889","SLC9A8",1869
"17890","SPATA2",1568
"17891","RNF114",817
"17892","SNAI1",805
"17893","UBE2V1",553
"17894","PEDS1-UBE2V1",1148
"17895","PEDS1",857
"17896","CEBPB",1038
"17897","PTPN1",1353
"17898","RIPOR3",2958
"17899","PARD6B",1190
"17900","BCAS4",734
"17901","ADNP",3682
"17902","DPM1",933
"17903","MOCS3",1383
"17904","KCNG1",1547
"17905","NFATC2",2942
"17906","ATP9A",3279
"17907","SALL4",3177
"17908","ZFP64",3394
"17909","TSHZ2",3369
"17910","ZNF217",3162
"17911","BCAS1",1959
"17912","CYP24A1",1616
"17913","PFDN4",420
"17914","DOK5",956
"17915","CBLN4",616
"17916","MC3R",972
"17917","FAM210B",589
"17918","AURKA",1259
"17919","CSTF1",1316
"17920","CASS4",2386
"17921","RTF2",1056
"17922","GCNT7",937
"17923","FAM209A",521
"17924","FAM209B",521
"17925","TFAP2C",1383
"17926","BMP7",1416
"17927","SPO11",1251
"17928","RAE1",1448
"17929","RBM38",762
"17930","HMGB1P1",636
"17931","CTCFL",2744
"17932","PCK1",1909
"17933","ZBP1",1399
"17934","PMEPA1",886
"17935","CIMIP1",429
"17936","ANKRD60",1053
"17937","RAB22A",615
"17938","VAPB",757
"17939","APCDD1L",1521
"17940","STX16",1018
"17941","NPEPL1",1696
"17942","GNAS",5036
"17943","NELFCD",1870
"17944","CTSZ",1912
"17945","TUBB1",1371
"17946","ATP5F1E",161
"17947","PRELID3B",610
"17948","ZNF831",5054
"17949","EDN3",787
"17950","PHACTR3",1885
"17951","SYCP2",4803
"17952","PPP1R3D",900
"17953","FAM217B",1152
"17954","CDH26",2605
"17955","CDH4",2878
"17956","TAF4",3328
"17957","LSM14B",1434
"17958","PSMA7",876
"17959","SS18L1",1241
"17960","MTG2",1246
"17961","HRH3",1379
"17962","OSBPL2",1575
"17963","ADRM1",1264
"17964","LAMA5",11483
"17965","RPS21",358
"17966","CABLES2",1482
"17967","RBBP8NL",2055
"17968","GATA5",1219
"17969","SLCO4A1",2219
"17970","NTSR1",1272
"17971","MRGBP",635
"17972","OGFR",2146
"17973","COL9A3",2210
"17974","TCFL5",1746
"17975","DIDO1",6961
"17976","GID8",702
"17977","SLC17A9",1415
"17978","BHLHE23",726
"17979","YTHDF1",1700
"17980","BIRC7",1108
"17981","NKAIN4",661
"17982","ARFGAP1",1555
"17983","COL20A1",4059
"17984","CHRNA4",1909
"17985","KCNQ2",3134
"17986","EEF1A2",1583
